path,directory,filename,bytes,words,extension,depth,readable,is_empty,sha256,exact_duplicate_group_size,exact_duplicate_group,duplicate_representative,is_exact_duplicate_copy,analysis_class,substantive_synthesis_included,exclusion_reason,near_duplicate_cluster
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/canonical/06-data-acquisition.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/canonical,06-data-acquisition.md,51216,5733,.md,3,True,False,5da8df5d28dbdf02c066b113de037856e4f5274531b9ee45f5e96045d3c10cb0,1,,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/canonical/06-data-acquisition.md,False,data_acquisition_evidence,True,,
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/ADVERSARIAL-DECISION-REVIEW.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance,ADVERSARIAL-DECISION-REVIEW.md,132922,17798,.md,3,True,False,3cc4fc3264b786c37b2c4825da0d84f1aea1f2f551d6b31d4582254a5725fa09,1,,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/ADVERSARIAL-DECISION-REVIEW.md,False,governance_decision_evidence,True,,ND-006
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-AMENDMENT-REPORT.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance,CANONICAL-AMENDMENT-REPORT.md,13286,1589,.md,3,True,False,4a3a53be6828a54fe90b606464001764e47e4e1903750cf4d2aa0fa99880b71a,1,,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-AMENDMENT-REPORT.md,False,governance_decision_evidence,True,,
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-CONSISTENCY-AUDIT.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance,CANONICAL-CONSISTENCY-AUDIT.md,26657,2508,.md,3,True,False,c651b051635582e0006d8d4f0b39f25a115311d357fa96a73462451c6f3e4fbb,1,,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-CONSISTENCY-AUDIT.md,False,audit_or_report_mixed,True,,ND-007
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-UPDATE-REPORT.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance,CANONICAL-UPDATE-REPORT.md,17141,2143,.md,3,True,False,22925df4c766bd8975775346abaad638ed5a729b225301261a616eb6184d30f7,1,,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-UPDATE-REPORT.md,False,governance_decision_evidence,True,,
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/DISCOVERY-CLOSURE.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance,DISCOVERY-CLOSURE.md,37914,4739,.md,3,True,False,8acd5756b60be03b9a02c644de402a8a03423a9a75ef2f0ee4847777b95bad34,1,,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/DISCOVERY-CLOSURE.md,False,governance_decision_evidence,True,,ND-008
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance,FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,38186,4546,.md,3,True,False,aa4f2cded2f1b917dd23098df63c8db649fa6cfb760f1fb075550706b1b0b45a,8,XD-054,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,False,governance_decision_evidence,True,,
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance,FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,45223,5384,.md,3,True,False,dd548b4e4c14b53d17c6c0f32bd75200429e6abbf8ad4a387f2ed2ca02076bfa,1,,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,False,mixed_historical_evidence,True,,ND-009
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance,FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,67627,9150,.md,3,True,False,b5dc4c2b36a9024f90d6e8478cdbac48c1b2372a17e657d91c48e5161ecfe77f,1,,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,False,governance_decision_evidence,True,,ND-010
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FOUNDATIONAL-DECISIONS-BRIEF.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance,FOUNDATIONAL-DECISIONS-BRIEF.md,69472,8533,.md,3,True,False,30d620813f307d76dcb1363c540a74b0f30f30b964bb4bb0603bb722234b7a10,1,,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FOUNDATIONAL-DECISIONS-BRIEF.md,False,governance_decision_evidence,True,,ND-011
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/SECOND-ORDER-ARCHITECTURE-REVIEW.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance,SECOND-ORDER-ARCHITECTURE-REVIEW.md,75337,9059,.md,3,True,False,dc2e37f8cdc76a14a61bece90eb68f67e65637af0c9befdbb45d111d6176a6cc,8,XD-076,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/SECOND-ORDER-ARCHITECTURE-REVIEW.md,False,architecture_implementation,False,Scanned for product-impacting consequences and historical drift; not primary product/problem evidence.,
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UI.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience,FIRST-VERTICAL-SLICE-UI.md,56099,4526,.md,3,True,False,2c66d139ce0bff533a1d7f8ca6c81d9e660569af588662259e39455abbcc8167,6,XD-016,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UI.md,False,mixed_historical_evidence,True,,
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UX.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience,FIRST-VERTICAL-SLICE-UX.md,52782,5940,.md,3,True,False,9747623996b802eb4e368e3c99d7a0f687887a6d9f268fce7dea4ea68bef81ec,1,,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UX.md,False,product_discovery_or_decision,True,,ND-012
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-ARCHITECTURE.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience,PRODUCT-EXPERIENCE-ARCHITECTURE.md,95145,11521,.md,3,True,False,ff219379f7e9adf5ae7ea10c2c214080884ff263e8c8532bf33023e555a9fd6a,1,,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-ARCHITECTURE.md,False,architecture_implementation,False,Scanned for product-impacting consequences and historical drift; not primary product/problem evidence.,ND-013
STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-DISCOVERY.md,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience,PRODUCT-EXPERIENCE-DISCOVERY.md,66902,7749,.md,3,True,False,3a29c765bf52fc7a7058010094c85956efe3e9f9a3b97d2b093fb32db2d927ea,1,,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-DISCOVERY.md,False,product_discovery_or_decision,True,,
STUDYNEXUS_PROGRAMME_DISCOVERY_CLASSIFICATION-18th-Sept-2026.md,.,STUDYNEXUS_PROGRAMME_DISCOVERY_CLASSIFICATION-18th-Sept-2026.md,83738,9396,.md,0,True,False,bac457f5a7eaeffc9dd92d73656a0a7ac9edb297a4e7e360b71274cba291a599,1,,STUDYNEXUS_PROGRAMME_DISCOVERY_CLASSIFICATION-18th-Sept-2026.md,False,product_discovery_or_decision,True,,
Scholarships - Product Discovery Additions 03-09-2026.md,.,Scholarships - Product Discovery Additions 03-09-2026.md,28651,3200,.md,0,True,False,cb5eb3d24f1bd7fd516338544e506c7abdf430198372f88a7887c5bac6e17348,1,,Scholarships - Product Discovery Additions 03-09-2026.md,False,product_discovery_or_decision,True,,
StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/AUTHORITY-HIERARCHY.md,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION,AUTHORITY-HIERARCHY.md,3906,482,.md,2,True,False,91def91d2341a456b836bc0fe12f32a6e05e1db3efeb487e3fb717bc70c27cda,1,,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/AUTHORITY-HIERARCHY.md,False,metadata_orientation,False,Used for corpus/authority/chronology only; no independent product conclusion relies on it.,
StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/CURRENT-STATE-MAP.md,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION,CURRENT-STATE-MAP.md,2330,274,.md,2,True,False,cd30b0dd3843f29de8fb4b5c29785e85697ac891531f68827778492ea450f9ee,1,,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/CURRENT-STATE-MAP.md,False,metadata_orientation,False,Used for corpus/authority/chronology only; no independent product conclusion relies on it.,
StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/PACKAGE-SCOPE.md,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION,PACKAGE-SCOPE.md,5664,730,.md,2,True,False,f1829cd8cce0f4c26831e16f17983a3aa7853890dde31ed0fcbb0f6874e37dcb,1,,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/PACKAGE-SCOPE.md,False,metadata_orientation,False,Used for corpus/authority/chronology only; no independent product conclusion relies on it.,
StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/README.md,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION,README.md,2846,364,.md,2,True,False,b3c8e300090199c684899d187fefc514a19fde8eaff96950ff244412e4106935,1,,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/README.md,False,metadata_orientation,False,Used for corpus/authority/chronology only; no independent product conclusion relies on it.,
StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/01-business.md,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL,01-business.md,48139,6076,.md,2,True,False,c0248291bdda23d03f2a592dd036864f15f9c7cdb47bce869fad5dd8198e7e01,8,XD-064,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/canonical/01-business.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/canonical/01-business.md; representative considered instead.,
StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/02-decisions.md,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL,02-decisions.md,73761,9604,.md,2,True,False,76c0f232402e5e1e5b0cc901c2c8e97abf0b5c53130aa81a907833fb984b38a8,1,,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/02-decisions.md,False,audit_or_report_mixed,True,,ND-003
StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/03-domain.md,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL,03-domain.md,69029,8132,.md,2,True,False,8d345a616b453b1321e45d2612276751045f554efc22f912a7bd2e23ca9cb7c8,1,,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/03-domain.md,False,audit_or_report_mixed,True,,
StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/04-architecture.md,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL,04-architecture.md,55196,6579,.md,2,True,False,1723c4f467d545d5f015b9aea6ed3167a7506c92b9350bcd3fa56ba5d0c6319a,1,,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/04-architecture.md,False,architecture_implementation,False,Scanned for product-impacting consequences and historical drift; not primary product/problem evidence.,ND-014
StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/05-implementation.md,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL,05-implementation.md,65545,7698,.md,2,True,False,0ef8b6a5470ecc13f27170c25b10ff3116313017cd504a524c4f80cc8985fe3a,1,,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/05-implementation.md,False,architecture_implementation,False,Scanned for product-impacting consequences and historical drift; not primary product/problem evidence.,
StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/06-data-acquisition.md,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL,06-data-acquisition.md,19614,2042,.md,2,True,False,63fc5811f7f02929560d037de8b36c7202819fbfb330249a3892e1f1e8f95030,1,,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/06-data-acquisition.md,False,data_acquisition_evidence,True,,
StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/README.md,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL,README.md,2275,291,.md,2,True,False,422afd2c7a59d57609da6b347cb0c33adf4b6506421b46c45d4cdc94c845d858,1,,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/README.md,False,metadata_orientation,False,Used for corpus/authority/chronology only; no independent product conclusion relies on it.,
StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UI.md,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE,FIRST-VERTICAL-SLICE-UI.md,55015,4302,.md,2,True,False,a1b3e5dd59e48a7ab173bd3139020be51428c335990f5148fc2fd76dd694e9ba,3,XD-051,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UI.md,False,audit_or_report_mixed,True,,
StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UX.md,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE,FIRST-VERTICAL-SLICE-UX.md,51755,5787,.md,2,True,False,9bab280b9983c6225af616da0de7a8a66a042bdb701b6141466eda8bc33b928b,3,XD-050,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UX.md,False,product_discovery_or_decision,True,,ND-012
StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-ARCHITECTURE.md,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE,PRODUCT-EXPERIENCE-ARCHITECTURE.md,77985,8960,.md,2,True,False,e7cb8c96a4930602c1dcf2a9857e8237908454d3b35105098f2f6163f58a49c9,2,XD-077,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-ARCHITECTURE.md,False,architecture_implementation,False,Scanned for product-impacting consequences and historical drift; not primary product/problem evidence.,
StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-DISCOVERY.md,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE,PRODUCT-EXPERIENCE-DISCOVERY.md,63696,7291,.md,2,True,False,c1b7d7aeec13283a87a4104c37d43cd1a686b9bced49dc6fe10f012f30b29d34,2,XD-067,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-DISCOVERY.md,False,product_discovery_or_decision,True,,ND-015
StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-MODEL-RECONCILIATION.md,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION,IMPLEMENTATION-MODEL-RECONCILIATION.md,30177,2842,.md,2,True,False,6aba954e4be3a969710e8e9d2e353aac8407540c8a3cf878af2df3dbea38e472,2,XD-034,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-MODEL-RECONCILIATION.md,False,implementation_or_technical_audit,False,Scanned for reversals/contract changes; technical implementation material not primary product-discovery evidence.,
StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-AUDIT.md,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION,IMPLEMENTATION-PLAN-AUDIT.md,56139,6729,.md,2,True,False,3d91d88d8f5aa4d4a36fa6f3f62c75e351ceb506bce26275cf23150e755b0387,2,XD-025,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-AUDIT.md,False,implementation_or_technical_audit,False,Scanned for reversals/contract changes; technical implementation material not primary product-discovery evidence.,
StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-CORRECTION-REPORT.md,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION,IMPLEMENTATION-PLAN-CORRECTION-REPORT.md,20088,2210,.md,2,True,False,fc14db8d959ce51fb25283791022a57d768611f18930c9f829a21ce8b5e560ba,2,XD-081,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-CORRECTION-REPORT.md,False,implementation_or_technical_audit,False,Scanned for reversals/contract changes; technical implementation material not primary product-discovery evidence.,
StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-AUDIT.md,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION,IMPLEMENTATION-PLAN-FINAL-AUDIT.md,17561,1846,.md,2,True,False,59cb79c88cf575fe7f5215a2cd11698d0decda4c24d87f73ca43862a0e3885c4,2,XD-028,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-AUDIT.md,False,implementation_or_technical_audit,False,Scanned for reversals/contract changes; technical implementation material not primary product-discovery evidence.,
StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-CLEANUP-REPORT.md,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION,IMPLEMENTATION-PLAN-FINAL-CLEANUP-REPORT.md,10324,1273,.md,2,True,False,fd1c9c52ed274924bca012fda2ea24350c5675d9a2e4c14e69bcf39aafb8a9b9,2,XD-082,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-CLEANUP-REPORT.md,False,implementation_or_technical_audit,False,Scanned for reversals/contract changes; technical implementation material not primary product-discovery evidence.,
StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN.md,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION,IMPLEMENTATION-PLAN.md,90465,8802,.md,2,True,False,cf4fb8d47c8b1018f1a7c6d41b37050c332bf9637722dc9b794285f3f4c501ef,2,XD-071,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN.md,False,implementation_or_technical_audit,False,Scanned for reversals/contract changes; technical implementation material not primary product-discovery evidence.,
StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/05-implementation-RECONCILIATION-PROPOSAL.md,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE,05-implementation-RECONCILIATION-PROPOSAL.md,36336,4099,.md,2,True,False,b8c807e714a0229a28b1cc82190226206e2a5dac044997a8bd4ed011f9142bbb,2,XD-061,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/05-implementation-RECONCILIATION-PROPOSAL.md,False,audit_or_report_mixed,True,,
StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/ADVERSARIAL-DECISION-REVIEW.md,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE,ADVERSARIAL-DECISION-REVIEW.md,132336,17708,.md,2,True,False,5a62bf40af2041a22ac3f5169e34455dc005ff032aed66ad0b5195fdd304431c,2,XD-030,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/ADVERSARIAL-DECISION-REVIEW.md,False,governance_decision_evidence,True,,ND-006
StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/BASELINE-RECONCILIATION-AUDIT.md,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE,BASELINE-RECONCILIATION-AUDIT.md,49857,5648,.md,2,True,False,c52ccbe8b468bb5c76494afdfc52ef81c109d146b1bdd0465231fcfdfa29af1f,2,XD-069,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/BASELINE-RECONCILIATION-AUDIT.md,False,audit_or_report_mixed,True,,
StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-AMENDMENT-REPORT.md,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE,CANONICAL-AMENDMENT-REPORT.md,12695,1494,.md,2,True,False,95c8a3fc49a889cf83fada2239bf2cb4c7165775924312a07c928dc6fccb8401,7,XD-047,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-AMENDMENT-REPORT.md,False,governance_decision_evidence,True,,
StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-AUTHORITY-MATRIX.md,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE,CANONICAL-AUTHORITY-MATRIX.md,9343,1186,.md,2,True,False,5aa306d9f3eafa06f900633c6a1dfdaaf3e8a1d846e005d9d4230c492f7dcad7,2,XD-031,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-AUTHORITY-MATRIX.md,False,audit_or_report_mixed,True,,
StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-CONSISTENCY-AUDIT.md,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE,CANONICAL-CONSISTENCY-AUDIT.md,20262,1694,.md,2,True,False,0939f0c1a439373453ff4cb26ceecbaf53f3fe65efda48820973acdc758c97a2,2,XD-001,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-CONSISTENCY-AUDIT.md,False,audit_or_report_mixed,True,,
StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-UPDATE-REPORT.md,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE,CANONICAL-UPDATE-REPORT.md,15525,1916,.md,2,True,False,3349b8b317edc674d09dbc14dcc3d05d453c401f6b5408b84a1c0799c032aeea,3,XD-021,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-UPDATE-REPORT.md,False,governance_decision_evidence,True,,ND-016
StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/DISCOVERY-CLOSURE.md,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE,DISCOVERY-CLOSURE.md,36718,4575,.md,2,True,False,38a7fd221b4773f59b70b868c985d6ae350497f34aae105a91c968d614884cb1,3,XD-022,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/DISCOVERY-CLOSURE.md,False,governance_decision_evidence,True,,ND-008
StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE,FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,38186,4546,.md,2,True,False,aa4f2cded2f1b917dd23098df63c8db649fa6cfb760f1fb075550706b1b0b45a,8,XD-054,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FINAL-LINEAGE-SEMANTICS-RESOLUTION.md; representative considered instead.,
StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE,FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,43174,5126,.md,2,True,False,128459465c6a84bdd92f5d660d22788a40b2b2aef05f0084038278a44b35de97,7,XD-007,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,False,audit_or_report_mixed,True,,ND-009
StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE,FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,67039,9052,.md,2,True,False,0f625e66d9f6b35a0569854a71ac482de28d0cc2686f5e9676dd1b93d1fc91ce,7,XD-005,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,False,governance_decision_evidence,True,,ND-010
StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-BRIEF.md,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE,FOUNDATIONAL-DECISIONS-BRIEF.md,68529,8391,.md,2,True,False,47ca0be904cdbcb54e536d9c06cb307b5f2a1303f278751f2406223ef37f3c07,2,XD-026,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-BRIEF.md,False,governance_decision_evidence,True,,ND-011
